cliente_id,genero,rango_edad,distrito,tipo_cliente,monto_promedio_mensual,cantidad_transacciones_mes,tipo_transaccion_frecuente,frecuencia_uso_app,sesiones_mes,dias_desde_ultimo_login,interaccion_promociones,promociones_abiertas,cantidad_quejas,ultima_queja_dias,productos_activos,uso_biometria,notificaciones_activas,uso_pago_servicios,uso_transferencias,abandono
C0209,Femenino,60+,Ahuachapan,Plata,833,29,Transferencias,11,46,115,Alta,5,0,325,3,No,Si,Si,Si,No
C0210,Femenino,26-35,Apopa,Plata,725,25,Mixto,11,8,100,Ninguna,1,1,213,1,Si,No,No,Si,No
C0211,Femenino,18-25,Usulutan,Oro,4832,23,Mixto,27,38,123,Media,2,4,54,4,No,No,No,Si,Si
C0212,Femenino,46-60,Mejicanos,Diamante,6093,71,Recargas,23,9,105,Baja,8,4,324,2,Si,Si,No,No,No
C0213,Masculino,26-35,Usulutan,Plata,752,54,Mixto,24,8,90,Ninguna,8,4,147,4,Si,Si,Si,No,Si
C0214,Masculino,18-25,San Salvador,Plata,868,8,Mixto,26,19,174,Media,4,2,105,5,Si,No,No,Si,No
C0215,Masculino,60+,Apopa,Plata,903,50,PagoPrestamos,26,45,73,Alta,10,5,161,5,Si,Si,No,Si,No
C0216,Femenino,26-35,Mejicanos,Oro,4025,23,Mixto,3,13,49,Ninguna,2,2,89,6,Si,No,Si,No,No
C0217,Femenino,60+,Santa Tecla,Plata,698,42,TarjetaCredito,2,1,84,Media,10,3,316,6,No,No,No,Si,Si
C0218,Femenino,60+,Soyapango,Diamante,11442,29,PagoServicios,22,33,40,Ninguna,5,3,170,3,No,Si,No,Si,Si
C0219,Masculino,36-45,Sonsonate,Plata,757,15,PagoPrestamos,9,16,10,Baja,8,5,145,1,No,No,No,Si,Si
C0220,Femenino,26-35,Mejicanos,Plata,198,27,Mixto,21,35,136,Alta,3,0,351,4,Si,Si,No,Si,No
C0221,Masculino,18-25,Sonsonate,Oro,1359,74,PagoServicios,30,4,45,Alta,4,2,209,4,No,No,No,No,No
C0222,Masculino,46-60,Santa Ana,Plata,756,46,TarjetaCredito,4,5,149,Alta,4,0,352,3,Si,No,No,No,No
C0223,Femenino,18-25,Sonsonate,Plata,325,39,Mixto,29,26,139,Media,10,2,192,1,Si,Si,Si,Si,No
C0224,Femenino,60+,Usulutan,Diamante,11131,66,PagoServicios,6,48,88,Ninguna,2,1,114,5,No,Si,Si,Si,No
C0225,Masculino,60+,Sonsonate,Oro,2191,75,PagoPrestamos,11,5,64,Media,5,0,66,6,Si,Si,No,Si,No
C0226,Masculino,36-45,Sonsonate,Plata,731,55,PagoServicios,1,45,149,Baja,5,1,127,2,No,No,No,Si,No
C0227,Femenino,46-60,Sonsonate,Plata,893,36,PagoServicios,29,36,27,Alta,8,1,101,3,Si,Si,Si,Si,No
C0228,Femenino,60+,Soyapango,Diamante,9453,29,TarjetaCredito,24,35,120,Media,4,5,69,4,Si,No,No,Si,Si
C0229,Masculino,60+,San Miguel,Oro,2828,62,Recargas,2,12,144,Media,3,4,250,2,Si,No,No,Si,Si
C0230,Masculino,26-35,Usulutan,Diamante,8848,14,Mixto,17,30,11,Baja,10,0,141,6,No,Si,No,No,No
C0231,Femenino,60+,Santa Ana,Plata,485,62,TarjetaCredito,1,34,103,Baja,8,2,72,4,Si,Si,Si,No,Si
C0232,Masculino,26-35,San Miguel,Plata,716,15,PagoPrestamos,22,8,169,Ninguna,7,1,246,2,Si,No,Si,Si,No
C0233,Masculino,26-35,Ahuachapan,Plata,237,24,TarjetaCredito,13,3,146,Alta,9,1,289,6,Si,No,Si,Si,Si
C0234,Femenino,60+,Sonsonate,Oro,1899,80,Mixto,17,27,153,Media,4,1,86,6,No,No,Si,Si,No
C0235,Femenino,46-60,San Miguel,Plata,307,23,PagoPrestamos,29,44,107,Alta,9,1,308,1,Si,Si,No,Si,No
C0236,Masculino,46-60,Usulutan,Plata,995,49,Recargas,19,34,109,Ninguna,9,1,51,4,Si,No,No,Si,Si
C0237,Masculino,36-45,Ahuachapan,Oro,2056,49,Mixto,7,1,1,Alta,5,4,210,3,Si,Si,No,No,Si
C0238,Femenino,60+,Apopa,Plata,726,72,TarjetaCredito,16,26,52,Ninguna,4,3,158,5,No,No,Si,Si,Si
C0239,Masculino,46-60,San Miguel,Plata,620,1,Transferencias,27,22,140,Alta,2,4,242,5,No,Si,Si,No,Si
C0240,Masculino,36-45,Santa Ana,Oro,2575,77,Transferencias,25,40,167,Baja,2,4,328,4,No,Si,Si,No,Si
C0241,Masculino,18-25,Ahuachapan,Plata,815,1,PagoServicios,3,11,172,Baja,4,0,205,3,No,No,Si,Si,Si
C0242,Masculino,18-25,Usulutan,Plata,949,78,PagoServicios,15,23,88,Media,6,2,295,1,No,Si,No,Si,No
C0243,Masculino,60+,Santa Tecla,Plata,219,49,TarjetaCredito,16,17,137,Baja,3,4,174,4,No,Si,No,Si,Si
C0244,Femenino,18-25,Apopa,Oro,3773,2,Mixto,27,15,80,Baja,4,3,128,3,Si,No,No,Si,Si
C0245,Masculino,46-60,Mejicanos,Plata,687,31,Mixto,8,48,174,Ninguna,4,1,106,2,Si,Si,No,Si,Si
C0246,Masculino,18-25,Santa Ana,Oro,3018,41,PagoPrestamos,29,1,138,Ninguna,9,0,141,4,Si,No,No,Si,Si
C0247,Masculino,18-25,Usulutan,Oro,4849,23,PagoPrestamos,4,3,128,Ninguna,8,2,236,3,Si,Si,Si,No,No
C0248,Masculino,36-45,Mejicanos,Oro,1767,79,Recargas,12,17,60,Ninguna,2,2,256,4,Si,No,No,No,No
C0249,Femenino,36-45,Sonsonate,Plata,234,72,PagoPrestamos,28,15,25,Baja,6,5,101,2,Si,No,Si,Si,No
C0250,Femenino,46-60,San Miguel,Diamante,9236,73,Transferencias,13,35,80,Baja,1,3,354,2,Si,Si,No,No,Si
C0251,Masculino,46-60,Mejicanos,Plata,468,78,PagoServicios,19,17,88,Ninguna,9,0,333,6,Si,No,No,No,Si
C0252,Femenino,46-60,Santa Ana,Plata,393,79,TarjetaCredito,13,10,42,Baja,1,5,41,2,No,Si,No,No,Si
C0253,Femenino,36-45,Ahuachapan,Oro,4636,24,Transferencias,5,50,92,Ninguna,3,5,339,3,Si,Si,Si,No,Si
C0254,Masculino,18-25,Santa Ana,Diamante,5441,80,PagoServicios,3,2,101,Alta,10,4,200,3,Si,Si,No,No,Si
C0255,Masculino,26-35,Usulutan,Oro,1144,70,Recargas,18,23,83,Ninguna,7,3,70,6,Si,No,No,No,No
C0256,Femenino,46-60,Usulutan,Plata,191,39,Transferencias,1,24,105,Media,8,2,70,3,No,No,Si,No,No
C0257,Femenino,36-45,San Salvador,Oro,2200,72,PagoPrestamos,13,15,1,Baja,3,4,84,6,No,No,Si,No,Si
C0258,Masculino,46-60,Soyapango,Plata,919,69,Recargas,14,45,175,Baja,3,2,36,2,Si,No,Si,No,Si
C0259,Femenino,36-45,Ahuachapan,Plata,428,37,Recargas,5,4,136,Media,7,0,5,2,Si,Si,Si,No,No
C0260,Masculino,36-45,Apopa,Plata,918,19,Transferencias,9,30,178,Baja,6,0,37,5,No,Si,Si,No,Si
C0261,Femenino,18-25,Santa Ana,Diamante,8153,26,PagoPrestamos,24,50,113,Alta,1,1,267,6,Si,No,No,No,No
C0262,Femenino,26-35,San Salvador,Oro,3134,7,Mixto,7,17,123,Baja,1,5,121,6,No,No,Si,Si,Si
C0263,Femenino,60+,Santa Ana,Plata,348,12,PagoServicios,6,38,176,Media,7,3,47,6,No,Si,Si,No,Si
C0264,Masculino,60+,Santa Ana,Plata,338,49,Recargas,24,42,88,Media,2,3,129,1,No,No,No,No,Si
C0265,Masculino,60+,San Miguel,Plata,431,20,PagoPrestamos,10,18,153,Media,4,4,278,3,No,Si,No,Si,Si
C0266,Masculino,60+,Mejicanos,Oro,2314,64,TarjetaCredito,5,5,168,Ninguna,9,4,145,3,No,No,Si,Si,Si
C0267,Masculino,18-25,San Miguel,Plata,132,74,Mixto,27,32,49,Alta,6,0,337,4,No,Si,No,Si,No
C0268,Masculino,18-25,Soyapango,Oro,1328,48,Mixto,2,41,15,Ninguna,9,2,137,5,Si,Si,No,Si,No
C0269,Masculino,60+,Santa Ana,Plata,336,73,Mixto,6,13,49,Media,8,4,286,4,Si,No,No,No,No
C0270,Masculino,26-35,San Miguel,Plata,616,41,TarjetaCredito,11,11,136,Ninguna,5,4,212,6,No,No,Si,Si,No
C0271,Femenino,60+,Santa Tecla,Plata,563,67,PagoServicios,29,1,8,Alta,4,2,4,3,Si,Si,No,Si,No
C0272,Femenino,60+,Usulutan,Plata,685,47,TarjetaCredito,8,3,117,Media,3,2,132,3,Si,No,Si,Si,Si
C0273,Femenino,46-60,San Miguel,Plata,806,74,PagoPrestamos,3,7,152,Baja,0,5,172,3,No,No,Si,Si,Si
C0274,Masculino,46-60,San Salvador,Plata,142,20,Transferencias,22,37,38,Media,6,2,229,5,Si,Si,No,No,No
C0275,Femenino,26-35,San Miguel,Plata,587,65,PagoPrestamos,25,4,140,Baja,2,3,70,4,Si,No,No,Si,Si
C0276,Masculino,26-35,Santa Ana,Plata,540,55,Recargas,12,37,22,Ninguna,3,0,165,3,Si,No,Si,No,No
C0277,Femenino,60+,San Miguel,Plata,937,15,Mixto,2,44,95,Alta,3,1,318,2,No,Si,No,Si,No
C0278,Femenino,46-60,Sonsonate,Plata,314,80,Mixto,5,14,52,Baja,10,4,10,4,Si,No,Si,Si,Si
C0279,Femenino,26-35,Ahuachapan,Plata,576,47,Transferencias,1,5,99,Baja,4,5,333,4,Si,No,Si,No,Si
C0280,Femenino,60+,Usulutan,Plata,303,68,Recargas,11,36,5,Media,7,0,202,6,Si,Si,No,No,No
C0281,Femenino,36-45,Soyapango,Diamante,11652,4,TarjetaCredito,9,4,160,Ninguna,3,2,78,3,No,Si,Si,No,No
C0282,Masculino,46-60,Soyapango,Plata,536,18,TarjetaCredito,18,39,84,Media,10,3,104,2,No,Si,No,Si,Si
C0283,Masculino,36-45,Santa Ana,Plata,836,41,PagoPrestamos,14,21,37,Alta,4,5,227,6,No,Si,Si,Si,No
C0284,Masculino,26-35,San Salvador,Oro,3528,30,Mixto,1,39,145,Media,5,4,41,6,No,Si,No,No,Si
C0285,Masculino,46-60,Sonsonate,Plata,267,29,Mixto,22,3,104,Baja,3,0,105,1,Si,No,No,No,No
C0286,Femenino,26-35,Apopa,Plata,142,58,PagoPrestamos,27,25,80,Alta,0,3,126,5,No,Si,No,Si,Si
C0287,Masculino,36-45,Sonsonate,Plata,411,7,Mixto,17,19,118,Ninguna,2,1,238,6,No,Si,Si,Si,Si
C0288,Masculino,46-60,Apopa,Plata,125,33,Recargas,23,38,51,Alta,10,3,365,2,Si,Si,Si,No,No
C0289,Femenino,18-25,Usulutan,Oro,4241,22,Recargas,19,40,40,Ninguna,10,3,77,2,Si,Si,Si,No,Si
C0290,Femenino,36-45,Sonsonate,Plata,285,64,PagoPrestamos,18,13,0,Baja,0,4,312,4,Si,Si,No,No,Si
C0291,Femenino,46-60,Santa Ana,Oro,2003,19,Transferencias,21,18,158,Media,5,5,19,2,Si,No,No,Si,Si
C0292,Masculino,18-25,Apopa,Diamante,7330,75,Recargas,30,40,169,Media,0,5,48,3,No,No,No,Si,No
C0293,Femenino,60+,Santa Ana,Plata,237,27,TarjetaCredito,2,18,84,Ninguna,1,4,293,6,Si,No,No,No,Si
C0294,Femenino,36-45,Usulutan,Plata,738,24,TarjetaCredito,8,40,144,Ninguna,4,3,100,1,Si,Si,No,Si,Si
C0295,Masculino,60+,Apopa,Plata,441,37,Recargas,26,41,54,Media,1,0,158,3,No,Si,Si,No,No
C0296,Femenino,46-60,Ahuachapan,Oro,4409,5,Mixto,5,13,84,Ninguna,7,2,80,6,No,No,No,No,No
C0297,Masculino,60+,Santa Tecla,Plata,794,46,Transferencias,5,35,4,Baja,4,1,16,3,No,Si,No,Si,No
C0298,Masculino,36-45,Mejicanos,Oro,2696,39,PagoServicios,17,32,60,Ninguna,4,2,90,1,No,Si,Si,Si,No
C0299,Femenino,60+,San Salvador,Oro,1632,19,Transferencias,27,22,123,Baja,8,5,347,2,Si,Si,No,No,Si
C0300,Masculino,18-25,Santa Tecla,Diamante,9869,40,Transferencias,19,6,85,Alta,4,3,328,2,No,Si,Si,No,Si
C0301,Femenino,60+,Mejicanos,Oro,1482,2,TarjetaCredito,18,10,40,Alta,8,2,53,2,No,No,No,Si,No
C0302,Femenino,60+,Soyapango,Plata,418,4,PagoPrestamos,29,35,113,Media,10,0,26,1,No,Si,Si,No,No
C0303,Femenino,26-35,Ahuachapan,Oro,4425,26,Mixto,25,45,114,Baja,10,4,274,1,No,Si,Si,No,Si
C0304,Masculino,46-60,Santa Tecla,Oro,4140,79,Recargas,30,31,59,Media,5,1,201,2,No,No,No,No,No
C0305,Masculino,18-25,Sonsonate,Plata,590,66,Transferencias,13,11,72,Media,1,2,167,5,Si,No,No,No,No
C0306,Femenino,26-35,Ahuachapan,Plata,262,76,PagoPrestamos,26,25,16,Media,6,2,291,3,Si,Si,Si,No,No
C0307,Masculino,60+,Ahuachapan,Plata,668,9,TarjetaCredito,4,29,45,Ninguna,10,2,306,4,No,No,Si,Si,No
C0308,Masculino,26-35,Ahuachapan,Diamante,5002,58,TarjetaCredito,10,49,37,Media,6,5,316,5,No,Si,Si,No,No
C0309,Femenino,60+,Santa Tecla,Diamante,7821,38,Transferencias,12,6,149,Ninguna,8,0,28,1,No,Si,No,Si,No
C0310,Masculino,46-60,Ahuachapan,Plata,425,61,PagoServicios,7,26,97,Media,8,3,197,3,No,Si,No,Si,Si
C0311,Masculino,18-25,Santa Ana,Oro,3955,18,Mixto,26,43,111,Alta,6,1,234,6,No,Si,No,No,No
C0312,Femenino,46-60,Mejicanos,Plata,534,35,PagoPrestamos,30,37,127,Media,8,5,296,3,Si,Si,No,No,Si
C0313,Masculino,60+,Sonsonate,Diamante,10982,67,TarjetaCredito,3,47,134,Ninguna,3,2,242,6,Si,No,Si,No,Si
C0314,Masculino,46-60,Sonsonate,Plata,580,5,Mixto,30,22,107,Baja,9,2,156,6,No,Si,No,Si,Si
C0315,Masculino,36-45,Ahuachapan,Plata,596,17,TarjetaCredito,9,33,19,Baja,4,2,132,1,Si,Si,Si,No,No
C0316,Femenino,26-35,Santa Tecla,Oro,2987,19,TarjetaCredito,30,34,8,Alta,2,2,254,4,No,Si,No,Si,No
C0317,Masculino,60+,Mejicanos,Plata,370,52,PagoPrestamos,10,8,13,Ninguna,7,1,273,2,No,No,No,No,No
C0318,Masculino,60+,Apopa,Plata,916,69,Mixto,12,44,80,Alta,6,4,313,6,No,No,No,No,Si
C0319,Masculino,36-45,Ahuachapan,Plata,891,24,Recargas,18,16,172,Media,0,4,345,1,Si,Si,No,Si,Si
C0320,Masculino,46-60,Mejicanos,Plata,390,77,Mixto,29,3,6,Alta,3,4,307,6,Si,Si,Si,Si,Si
C0321,Femenino,60+,San Miguel,Oro,1755,36,PagoPrestamos,23,19,119,Alta,10,5,166,3,Si,Si,No,Si,Si
C0322,Femenino,46-60,Mejicanos,Diamante,11659,63,PagoServicios,20,17,45,Alta,6,3,92,6,No,Si,Si,No,No
C0323,Masculino,60+,Santa Ana,Diamante,5847,3,PagoPrestamos,5,3,18,Baja,10,0,328,1,Si,No,No,Si,Si
C0324,Femenino,46-60,Ahuachapan,Plata,824,9,TarjetaCredito,8,32,122,Ninguna,0,3,197,6,No,Si,No,No,No
C0325,Femenino,46-60,San Salvador,Oro,1372,38,Mixto,7,35,87,Ninguna,2,0,284,1,No,Si,No,No,Si
C0326,Masculino,36-45,Sonsonate,Plata,747,4,Mixto,19,13,35,Media,3,0,251,4,Si,No,No,No,No
C0327,Masculino,18-25,Mejicanos,Plata,906,69,PagoServicios,24,26,30,Ninguna,9,1,120,1,Si,Si,No,Si,No
C0328,Femenino,60+,San Salvador,Plata,764,13,PagoPrestamos,20,12,161,Baja,2,0,303,1,Si,Si,No,Si,No
C0329,Masculino,26-35,Apopa,Plata,955,42,PagoServicios,25,26,83,Media,0,0,304,2,No,Si,Si,No,No
C0330,Masculino,46-60,San Miguel,Oro,1676,13,Mixto,20,16,148,Media,6,0,81,1,No,Si,Si,Si,No
C0331,Masculino,18-25,Ahuachapan,Oro,3841,35,TarjetaCredito,15,50,121,Media,6,5,123,2,Si,Si,No,Si,Si
C0332,Femenino,36-45,Apopa,Plata,341,70,TarjetaCredito,8,34,24,Baja,7,4,321,6,Si,No,Si,Si,No
C0333,Masculino,26-35,Sonsonate,Plata,263,33,Recargas,20,4,165,Baja,7,2,23,1,Si,Si,Si,Si,Si
C0334,Femenino,60+,Santa Ana,Plata,340,42,PagoServicios,25,38,148,Ninguna,1,2,167,2,Si,Si,No,Si,Si
C0335,Femenino,26-35,Santa Ana,Plata,596,48,PagoServicios,15,10,55,Ninguna,3,4,324,3,No,Si,No,Si,Si
C0336,Masculino,60+,San Salvador,Plata,213,38,TarjetaCredito,6,30,107,Baja,10,1,314,2,Si,Si,No,No,Si
C0337,Masculino,60+,Sonsonate,Oro,1060,29,TarjetaCredito,5,28,63,Baja,9,1,3,4,Si,Si,No,Si,Si
C0338,Femenino,60+,Apopa,Plata,917,2,Mixto,24,7,115,Media,6,3,112,2,No,No,Si,Si,Si
C0339,Masculino,46-60,Santa Tecla,Plata,570,18,Mixto,13,48,149,Ninguna,2,0,190,6,No,Si,Si,No,Si
C0340,Femenino,60+,San Salvador,Plata,870,11,TarjetaCredito,29,40,138,Media,5,4,29,5,No,Si,Si,No,Si
C0341,Femenino,46-60,Ahuachapan,Plata,475,18,Recargas,8,36,180,Media,8,0,59,6,No,Si,Si,No,No
C0342,Femenino,36-45,Usulutan,Oro,1224,16,PagoPrestamos,23,24,88,Ninguna,8,3,348,5,No,No,No,Si,Si
C0343,Masculino,46-60,Santa Ana,Plata,283,19,PagoPrestamos,5,7,42,Alta,3,2,267,6,Si,No,No,Si,No
C0344,Femenino,36-45,Apopa,Plata,760,67,Mixto,11,13,16,Media,6,0,297,3,No,No,No,No,No
C0345,Femenino,60+,San Miguel,Oro,1704,7,PagoServicios,12,17,58,Baja,4,3,234,2,Si,No,Si,Si,No
C0346,Masculino,26-35,Soyapango,Plata,424,27,TarjetaCredito,23,29,66,Media,0,2,341,3,No,Si,No,No,No
C0347,Masculino,60+,Santa Tecla,Plata,125,70,TarjetaCredito,11,50,37,Baja,10,3,362,3,No,No,Si,No,Si
C0348,Femenino,18-25,Sonsonate,Diamante,9514,29,PagoPrestamos,12,8,78,Ninguna,1,0,168,1,Si,Si,No,Si,Si
C0349,Masculino,18-25,Usulutan,Oro,3751,78,TarjetaCredito,2,33,100,Ninguna,10,1,185,4,Si,No,No,No,Si
C0350,Femenino,18-25,Santa Tecla,Plata,415,54,PagoPrestamos,10,6,55,Ninguna,2,5,218,6,No,Si,Si,Si,Si
C0351,Masculino,36-45,Sonsonate,Diamante,5542,53,Mixto,30,38,96,Alta,4,0,213,2,No,Si,Si,Si,No
C0352,Femenino,36-45,Usulutan,Plata,942,1,PagoServicios,9,38,77,Ninguna,4,3,328,6,No,Si,No,No,Si
C0353,Masculino,46-60,Soyapango,Plata,883,73,PagoPrestamos,28,5,153,Baja,4,5,322,6,No,Si,No,Si,Si
C0354,Femenino,26-35,Ahuachapan,Plata,427,35,Recargas,14,9,91,Alta,10,1,183,1,No,No,Si,Si,No
C0355,Masculino,18-25,Ahuachapan,Oro,2322,75,Recargas,27,44,77,Baja,2,2,7,2,No,No,No,No,Si
C0356,Femenino,26-35,Santa Ana,Plata,615,10,Transferencias,27,13,143,Alta,2,4,9,4,No,No,No,Si,Si
C0357,Femenino,60+,Usulutan,Oro,1706,29,PagoServicios,28,20,7,Alta,2,5,353,2,No,Si,Si,Si,No
C0358,Masculino,46-60,Santa Ana,Plata,893,5,Mixto,17,28,10,Alta,9,1,31,4,Si,No,Si,Si,No
C0359,Femenino,18-25,Santa Ana,Oro,1842,19,Mixto,9,13,47,Baja,9,5,179,3,Si,Si,Si,Si,Si
C0360,Masculino,60+,Soyapango,Oro,1704,28,TarjetaCredito,28,35,1,Alta,7,5,188,6,Si,No,Si,Si,No
C0361,Femenino,46-60,Apopa,Plata,333,18,PagoPrestamos,25,49,80,Ninguna,5,0,361,3,Si,Si,No,No,Si
C0362,Masculino,46-60,Santa Tecla,Plata,853,55,PagoServicios,28,29,57,Ninguna,1,4,244,6,No,Si,Si,No,Si
C0363,Masculino,46-60,Sonsonate,Plata,792,22,Transferencias,12,10,101,Alta,3,3,174,2,No,Si,Si,No,Si
C0364,Femenino,36-45,Ahuachapan,Plata,874,52,PagoPrestamos,17,42,102,Ninguna,4,2,76,4,Si,Si,No,No,Si
C0365,Femenino,26-35,San Miguel,Plata,855,49,TarjetaCredito,22,5,127,Alta,5,5,79,3,Si,Si,No,No,No
C0366,Masculino,36-45,Sonsonate,Plata,367,56,Transferencias,13,35,139,Alta,7,0,162,4,No,No,Si,Si,No
C0367,Masculino,60+,Santa Tecla,Oro,3014,15,TarjetaCredito,22,9,79,Ninguna,7,5,338,5,No,No,Si,Si,Si
C0368,Femenino,36-45,Sonsonate,Plata,486,4,TarjetaCredito,2,23,72,Alta,2,2,188,3,Si,No,No,Si,No
C0369,Femenino,36-45,Mejicanos,Plata,157,9,Recargas,4,16,60,Baja,5,5,87,1,No,Si,No,No,Si
C0370,Femenino,36-45,San Salvador,Oro,1092,63,Transferencias,23,25,146,Baja,10,3,106,3,No,No,Si,No,Si
C0371,Femenino,46-60,Soyapango,Plata,967,39,TarjetaCredito,13,5,137,Baja,3,1,320,6,Si,Si,No,No,Si
C0372,Masculino,60+,Usulutan,Plata,314,70,Recargas,7,5,166,Baja,6,2,206,3,No,Si,Si,Si,Si
C0373,Femenino,26-35,Sonsonate,Plata,753,47,PagoPrestamos,5,40,111,Alta,3,4,78,6,No,No,No,No,Si
C0374,Masculino,26-35,Apopa,Plata,393,15,PagoServicios,7,17,175,Media,0,4,126,3,No,No,No,No,Si
C0375,Masculino,26-35,San Miguel,Plata,129,6,Mixto,16,18,168,Media,0,4,29,1,No,No,Si,No,Si
C0376,Femenino,18-25,Apopa,Diamante,6152,67,Mixto,27,16,28,Alta,9,4,269,3,No,Si,Si,Si,No
C0377,Femenino,36-45,Ahuachapan,Oro,4066,14,PagoServicios,7,16,108,Media,4,1,226,4,No,Si,No,No,No
C0378,Masculino,36-45,Usulutan,Plata,799,3,Mixto,29,10,92,Baja,9,3,18,6,Si,Si,No,No,No
C0379,Femenino,36-45,Santa Ana,Plata,342,31,Recargas,7,25,2,Baja,2,3,225,6,No,No,Si,No,Si
C0380,Masculino,46-60,Sonsonate,Oro,2363,65,Transferencias,12,28,25,Baja,6,1,309,6,No,No,Si,Si,No
C0381,Masculino,46-60,San Miguel,Plata,304,21,PagoServicios,17,21,147,Alta,10,0,67,5,No,No,No,No,No
C0382,Masculino,36-45,San Miguel,Oro,2342,48,PagoServicios,13,19,50,Ninguna,6,0,293,2,Si,Si,Si,Si,No
C0383,Femenino,26-35,Santa Tecla,Oro,1204,48,PagoServicios,19,40,109,Baja,1,4,8,6,No,No,No,Si,Si
C0384,Masculino,26-35,Soyapango,Diamante,7181,27,TarjetaCredito,7,19,126,Media,4,3,347,2,No,Si,No,Si,Si
C0385,Masculino,36-45,Santa Tecla,Plata,561,61,PagoServicios,28,24,149,Ninguna,5,5,355,4,Si,No,No,No,Si
C0386,Masculino,18-25,Usulutan,Plata,440,65,TarjetaCredito,13,31,90,Alta,4,4,203,6,No,Si,Si,Si,Si
C0387,Femenino,26-35,Usulutan,Plata,447,19,Recargas,4,9,22,Ninguna,5,2,23,2,No,No,No,No,No
C0388,Femenino,36-45,Ahuachapan,Oro,3118,20,TarjetaCredito,28,28,42,Ninguna,10,2,326,4,Si,Si,Si,Si,No
C0389,Masculino,26-35,San Salvador,Plata,267,57,Recargas,23,28,29,Alta,8,3,249,4,No,Si,Si,Si,No
C0390,Femenino,18-25,Soyapango,Oro,4420,75,Transferencias,17,48,130,Media,9,2,93,4,Si,Si,No,Si,No
C0391,Femenino,18-25,Santa Tecla,Oro,1500,11,PagoPrestamos,27,24,151,Baja,10,0,246,4,No,Si,No,Si,Si
C0392,Femenino,36-45,Ahuachapan,Plata,983,10,TarjetaCredito,20,42,72,Alta,6,2,48,4,No,Si,Si,No,No
C0393,Masculino,18-25,Soyapango,Plata,898,39,PagoPrestamos,26,42,167,Alta,6,1,159,6,Si,No,Si,No,No
C0394,Masculino,46-60,Sonsonate,Oro,2100,79,PagoServicios,14,39,108,Ninguna,10,0,219,1,Si,No,No,Si,No
C0395,Masculino,46-60,Usulutan,Oro,1344,17,Mixto,29,30,111,Ninguna,4,0,128,5,No,No,Si,Si,Si
C0396,Masculino,60+,Santa Ana,Plata,522,11,TarjetaCredito,1,43,145,Baja,1,2,339,4,Si,Si,No,Si,Si
C0397,Masculino,46-60,Santa Tecla,Plata,841,24,PagoServicios,6,43,115,Baja,1,4,310,3,Si,No,Si,Si,Si
C0398,Femenino,18-25,San Salvador,Plata,588,79,Recargas,23,26,168,Ninguna,10,5,354,6,No,No,Si,Si,Si
C0399,Masculino,18-25,Soyapango,Plata,116,56,Mixto,28,2,53,Media,8,3,98,1,No,No,Si,No,Si
C0400,Femenino,18-25,Santa Ana,Plata,256,75,PagoServicios,7,29,124,Alta,4,3,292,4,Si,No,Si,Si,No
C0401,Femenino,46-60,Sonsonate,Oro,3995,76,Mixto,20,19,9,Ninguna,10,3,250,2,Si,Si,No,No,Si
C0402,Masculino,36-45,Apopa,Oro,3027,37,Mixto,7,42,88,Ninguna,7,3,177,4,Si,Si,No,No,Si
C0403,Masculino,36-45,Apopa,Diamante,10515,37,Mixto,24,42,92,Media,1,3,342,4,Si,Si,Si,Si,Si
C0404,Femenino,18-25,Apopa,Diamante,6923,46,Recargas,12,14,142,Alta,10,0,82,2,Si,Si,No,No,No
C0405,Masculino,60+,Soyapango,Plata,329,66,TarjetaCredito,22,22,90,Baja,1,0,362,1,No,No,Si,Si,No
C0406,Masculino,60+,San Salvador,Plata,271,65,PagoPrestamos,24,14,92,Baja,1,1,79,6,No,No,Si,Si,Si
C0407,Masculino,46-60,Apopa,Oro,2005,11,Recargas,12,31,87,Media,6,2,185,6,Si,Si,No,Si,No
C0408,Masculino,46-60,Apopa,Diamante,11983,57,PagoServicios,25,34,174,Alta,0,2,265,1,Si,No,No,No,No
C0409,Masculino,46-60,San Salvador,Plata,137,71,Recargas,24,10,147,Baja,5,0,177,1,No,Si,No,No,Si
C0410,Masculino,60+,Ahuachapan,Oro,2812,11,Transferencias,18,23,166,Media,5,3,200,6,Si,No,Si,Si,No
C0411,Femenino,60+,Mejicanos,Oro,1096,39,Mixto,14,35,151,Media,8,2,57,6,Si,No,No,No,No
C0412,Masculino,18-25,Santa Ana,Plata,686,45,Recargas,10,30,86,Media,10,1,294,6,Si,No,Si,Si,No
C0413,Femenino,60+,Ahuachapan,Plata,897,11,Transferencias,2,7,37,Ninguna,6,5,67,4,Si,No,Si,No,No
C0414,Femenino,60+,Usulutan,Plata,504,63,Mixto,14,38,127,Ninguna,2,5,74,5,Si,No,No,Si,No
C0415,Masculino,26-35,Sonsonate,Plata,864,48,TarjetaCredito,10,24,30,Ninguna,0,4,268,2,Si,No,No,No,Si
C0416,Femenino,36-45,Sonsonate,Plata,246,28,PagoServicios,27,38,107,Baja,7,0,2,1,No,Si,Si,No,No
C0417,Femenino,60+,Santa Tecla,Plata,445,65,Mixto,15,31,155,Media,7,1,342,4,Si,No,Si,No,No
C0418,Femenino,26-35,Apopa,Plata,146,4,TarjetaCredito,21,29,71,Alta,4,5,288,6,Si,Si,Si,Si,No
